gene_id	direction
AT3G50660	up
AT1G56700	up
AT4G32710	up
AT3G62820	up
AT5G13960	up
AT3G48740	up
AT1G13910	up
AT2G34510	up
AT4G13510	up
AT1G68760	up
AT1G80540	up
AT3G27060	up
AT5G59470	up
AT1G69410	up
AT2G43340	up
AT4G24670	up
AT5G24860	up
AT3G47340	up
AT2G15090	up
AT5G43600	up
AT3G57520	up
AT5G23400	up
AT5G03390	up
AT5G56640	up
AT3G59210	up
AT1G30210	up
AT3G18730	up
AT1G14430	up
AT1G01630	up
AT1G51340	up
AT1G13210	up
AT1G10657	up
AT1G09000	up
AT4G27580	up
AT1G74940	up
AT2G38120	up
AT5G08640	up
AT1G17430	up
AT4G24240	up
AT3G29770	up
AT1G77920	up
AT1G28580	up
AT3G28050	up
AT3G19553	up
AT3G07410	up
AT5G18370	up
AT3G28100	up
AT2G29320	up
AT1G58280	up
AT2G44670	up
AT3G52500	up
AT1G48600	up
AT4G27730	up
AT4G10280	up
AT5G15030	up
AT2G19572	up
AT1G68600	up
AT1G70410	up
AT1G72830	up
AT4G37870	up
AT1G25330	up
AT1G44100	up
AT1G08840	up
AT4G17900	up
AT4G37560	up
AT3G26180	up
AT4G22730	up
AT3G07460	up
AT1G11160	up
AT5G56660	up
AT1G30410	up
AT5G20050	up
AT5G26680	up
AT2G41475	up
AT1G01370	up
AT3G16470	up
AT1G52400	up
AT5G20830	up
AT3G10150	up
AT4G23690	up
AT5G35450	up
AT2G19310	up
AT5G54250	up
AT2G18730	up
AT2G30860	up
AT1G22540	up
AT4G08290	up
AT3G44260	up
AT1G63840	up
AT2G04160	up
AT1G75388	up
AT3G09910	up
AT5G44870	up
AT2G33770	up
AT2G27960	up
AT5G07810	up
AT3G12700	up
AT3G46940	up
AT4G09460	up
AT4G11130	up
AT1G14990	up
AT5G07240	up
AT5G39850	up
AT5G40670	up
AT5G51810	up
AT4G12910	up
AT5G44020	up
AT2G46950	up
AT2G41640	up
AT5G02380	up
AT3G12110	up
AT4G12960	up
AT5G45780	up
AT1G23030	up
AT1G72930	up
AT3G14870	up
AT3G05400	up
AT1G23010	up
AT5G04360	up
AT5G24010	up
AT3G21420	up
AT1G29050	up
AT4G25830	up
AT5G23510	up
AT5G17450	up
AT4G15540	up
AT1G75390	up
AT4G22010	up
AT5G57887	up
AT5G53750	up
AT5G10770	up
AT1G51520	up
AT2G32400	up
AT3G56240	up
AT1G06520	up
AT5G42680	up
AT5G45950	up
AT2G32390	up
AT2G44290	up
AT2G37460	up
AT3G19150	up
AT2G39710	up
AT1G72260	up
AT5G16190	up
AT3G61210	up
AT1G18140	up
AT5G49960	up
AT3G28080	up
AT5G65710	up
AT2G03310	up
AT4G01897	up
AT4G25010	up
AT1G29630	up
AT4G00870	up
AT4G31500	up
AT5G04860	up
AT4G27860	up
AT3G52290	up
AT1G61680	up
AT2G05810	up
AT4G16447	up
AT4G17260	up
AT2G15570	up
AT1G63260	up
AT4G00150	up
AT2G45280	up
AT4G05110	up
AT5G13360	up
AT1G67865	up
AT3G01410	up
AT3G07470	up
AT3G45230	up
AT1G78770	up
AT1G78780	up
AT3G07010	up
AT2G20340	up
AT4G25000	up
AT4G22840	up
AT5G07660	up
AT3G20520	up
AT1G63800	up
AT2G38540	up
AT1G68610	up
AT2G32120	up
AT4G03070	up
AT1G02070	up
AT1G75290	up
AT1G80190	up
AT3G20100	up
AT3G13640	up
AT1G17190	up
AT4G14570	up
AT1G18590	up
AT3G03700	up
AT3G14310	up
AT1G06460	up
AT4G40010	up
AT3G55870	up
AT5G62520	up
AT5G08260	up
AT5G18240	up
AT1G26210	up
AT5G20670	up
AT5G37740	up
AT3G26700	up
AT5G64850	up
AT3G50060	up
AT4G21480	up
AT4G01080	up
AT5G19060	up
AT1G78000	up
AT3G10525	up
AT4G12290	up
AT1G68570	up
AT4G37450	up
AT1G25230	up
AT5G50800	up
AT3G15720	up
AT4G18930	up
AT2G45560	up
AT4G39950	up
AT3G53140	up
AT3G44310	up
AT4G10380	up
AT4G15620	up
AT2G39180	up
AT1G75110	up
AT4G36032	up
AT2G19130	up
AT2G43530	up
AT4G02130	up
AT5G67160	up
AT4G24380	up
AT4G39955	up
AT3G55740	up
AT5G38320	up
AT3G12750	up
AT5G13580	up
AT3G45940	up
AT4G25240	up
AT5G16440	up
AT1G52750	up
AT1G52030	up
AT4G19420	up
AT3G62610	up
AT1G30280	up
AT1G21460	up
AT4G37520	up
AT3G24810	up
AT1G65800	up
AT3G28340	up
AT1G07050	up
AT3G09660	up
AT4G11990	up
AT1G55740	up
AT2G47160	up
AT1G49130	up
AT2G01120	up
AT2G14050	up
AT4G00780	up
AT3G17070	up
AT5G53550	up
AT1G65450	up
AT1G65150	up
AT4G21590	up
AT2G17470	up
AT3G23570	up
AT3G10320	up
AT1G53130	up
AT4G33490	up
AT2G17650	up
AT4G04955	up
AT2G42300	up
AT1G21550	up
AT1G54790	up
AT5G47910	up
AT1G16705	up
AT5G40348	up
AT3G25570	up
AT4G30140	up
AT2G27060	up
AT5G07580	up
AT5G22500	up
AT4G35750	up
AT3G62040	up
AT1G15380	up
AT2G32795	up
AT4G35770	up
AT2G21260	up
AT2G25790	up
AT5G10380	up
AT1G07440	up
AT1G35260	up
AT1G44800	up
AT2G40080	up
AT5G40360	up
AT1G24575	up
AT1G29660	up
AT5G02430	up
AT3G13730	up
AT1G50620	up
AT1G02470	up
AT1G70230	up
AT2G32280	up
AT1G07280	up
AT1G22380	up
AT1G71890	up
AT4G36410	up
AT2G28650	up
AT2G40970	up
AT4G29140	up
AT3G26490	up
AT3G20130	up
AT2G19910	up
AT5G65730	up
AT3G63010	up
AT1G69310	up
AT5G41550	up
AT3G12145	up
AT1G52040	up
AT5G23010	up
AT4G37800	up
AT3G18630	up
AT1G27880	up
AT3G10985	up
AT1G71691	up
AT3G58200	up
AT5G03120	up
AT1G33560	up
AT3G22510	up
AT5G28020	up
AT4G28900	up
AT1G60930	up
AT2G03530	up
AT5G47920	up
AT4G16370	up
AT1G26540	up
AT4G00165	up
AT3G11430	up
AT3G17330	up
AT1G10020	up
AT4G21910	up
AT1G25510	up
AT2G27430	up
AT4G38420	up
AT2G17880	up
AT3G62150	up
AT5G50040	up
AT4G30290	up
AT1G55200	up
AT2G40435	up
AT3G14620	up
AT5G12110	up
AT5G67340	up
AT3G16720	up
AT1G72600	up
AT4G30610	up
AT4G17480	up
AT1G72940	up
AT1G55020	up
AT3G44320	up
AT1G55915	up
AT3G43800	up
AT1G64405	up
AT1G72430	up
AT3G57950	up
AT5G17860	up
AT1G66120	up
AT3G26960	up
AT3G12000	up
AT1G29490	up
AT5G53370	up
AT1G55260	up
AT5G26310	up
AT1G24070	up
AT3G28070	up
AT1G53233	up
AT3G54120	up
AT5G40350	up
AT4G14730	up
AT1G62190	up
AT5G60580	up
AT5G49740	up
AT2G32880	up
AT1G23205	up
AT1G67265	up
AT3G42180	up
AT4G19840	up
AT5G14450	up
AT2G43840	up
AT3G45140	up
AT5G22140	up
AT4G11280	up
AT4G24450	up
AT3G26510	up
AT3G43790	up
AT1G35310	up
AT3G22880	up
AT1G10540	up
AT2G36790	up
AT3G51075	up
AT1G12480	up
AT5G07990	up
AT1G53070	up
AT5G61590	up
AT3G13662	up
AT5G61520	up
AT5G28650	up
AT1G55330	up
AT3G59010	up
AT1G56010	up
AT2G39920	up
AT1G78670	up
AT5G55050	up
AT1G60630	up
AT5G54560	up
AT3G47350	up
AT4G26490	up
AT4G30270	up
AT3G24110	up
AT2G30230	up
AT1G06645	up
AT3G15300	up
AT3G60660	up
AT1G17460	up
AT1G22740	up
AT3G12730	up
AT5G22980	up
AT4G18540	up
AT4G01720	up
AT2G16050	up
AT5G44680	up
AT1G22590	up
AT1G08860	up
AT5G50080	up
AT2G37330	up
AT1G33790	up
AT2G35950	up
AT4G39070	up
AT3G52070	up
AT2G38465	up
AT5G60250	up
AT3G26840	up
AT4G17490	up
AT4G28270	up
AT2G48030	up
AT1G80130	up
AT3G04030	up
AT2G18600	up
AT2G32290	up
AT1G11420	up
AT1G78090	up
AT4G15960	up
AT1G69450	up
AT1G77020	up
AT5G51920	up
AT4G13790	up
AT1G72130	up
AT2G19800	up
AT5G42200	up
AT2G45720	up
AT2G31730	up
AT4G08950	up
AT3G20810	up
AT3G53340	up
AT1G34760	up
AT1G57990	up
AT4G23680	up
AT1G78370	up
AT4G31910	up
AT1G20160	up
AT5G50160	up
AT3G15950	up
AT3G45970	up
AT3G15115	up
AT1G15310	up
AT5G56747	up
AT1G75300	up
AT4G16265	up
AT2G14900	up
AT2G39330	up
AT5G49180	up
AT1G61130	up
AT1G53887	up
AT5G58570	up
AT3G28270	up
AT1G02850	up
AT2G06950	up
AT2G46600	up
AT5G49730	up
AT4G13266	up
AT1G50750	up
AT1G49470	up
AT4G14130	up
AT2G42835	up
AT1G52342	up
AT5G11400	up
AT5G18290	up
AT3G22240	up
AT3G07340	up
AT5G10625	up
AT5G23660	up
AT2G25540	up
AT3G14380	up
AT1G15385	up
AT3G03480	up
AT2G41090	up
AT2G38940	up
AT4G12890	up
AT3G23730	up
AT2G40260	up
AT1G68825	up
AT5G08600	up
AT1G01750	up
AT1G74300	up
AT1G08890	up
AT4G31100	up
AT1G57590	up
AT5G25470	up
AT1G55910	up
AT5G57840	up
AT4G33610	up
AT5G36110	up
AT3G28160	up
AT5G38900	up
AT4G12917	up
AT4G31110	up
AT5G47230	up
AT4G29700	up
AT4G02390	up
AT5G39220	up
AT5G14200	up
AT5G64910	up
AT4G03210	up
AT5G26220	up
AT1G06090	up
AT5G01870	up
AT1G20190	up
AT2G33850	up
AT4G16590	up
AT1G32300	up
AT5G03640	up
AT2G03590	up
AT4G27280	up
AT4G14040	up
AT1G12200	up
AT1G61560	up
AT5G20820	up
AT5G23240	up
AT2G43795	up
AT1G47960	up
AT5G14150	up
AT1G28570	up
AT3G05190	up
AT1G24320	up
AT5G45440	up
AT5G26120	up
AT1G24530	up
AT4G31660	up
AT1G14520	up
AT3G15270	up
AT1G77380	up
AT5G57560	up
AT1G47565	up
AT1G56710	up
AT4G05590	up
AT1G05400	up
AT3G62550	up
AT4G23600	up
AT3G24420	up
AT3G13130	up
AT3G14210	up
AT3G02020	up
AT1G22230	up
AT1G35140	up
AT1G68870	up
AT1G75750	up
AT1G77990	up
AT5G07460	up
AT5G37170	up
AT2G24210	up
AT3G14020	up
AT3G11385	up
AT2G29290	up
AT1G05450	up
AT5G38280	up
AT2G36970	up
AT1G44542	up
AT5G51190	up
AT4G23300	up
AT3G06600	up
AT4G21630	up
AT5G20260	up
AT4G11210	up
AT2G45580	up
AT4G37140	up
AT2G28460	up
AT1G14750	up
AT5G14565	up
AT2G34960	up
AT1G74458	up
AT5G02200	up
AT4G15210	up
AT4G22214	up
AT1G24625	up
AT1G72910	up
AT2G36792	up
AT2G19900	up
AT5G65510	up
AT4G12580	up
AT2G17490	up
AT5G23960	up
AT3G53980	up
AT2G27402	up
AT5G52020	up
AT3G51400	up
AT5G61600	up
AT5G44350	up
AT5G35732	up
AT1G67470	up
AT2G45180	up
AT4G14020	up
AT5G40100	up
AT2G27240	up
AT2G03250	up
AT5G55410	up
AT4G04570	up
AT1G72920	up
AT2G36090	up
AT4G27250	up
AT3G45960	up
AT1G34060	up
AT5G25970	up
AT3G03670	up
AT4G11230	up
AT2G23010	up
AT4G18360	up
AT4G14650	up
AT4G19430	up
AT1G33612	up
AT1G72140	up
AT4G11190	up
AT5G43040	up
AT3G08860	up
AT2G17000	up
AT5G51870	up
AT1G73325	up
AT1G30220	up
AT4G04510	up
AT5G41380	up
AT5G05365	up
AT1G67370	up
AT4G22640	up
AT1G64260	up
AT4G21640	up
AT1G24650	up
AT1G47395	up
AT2G41800	up
AT4G26420	up
AT1G69100	up
AT1G59730	up
AT5G06510	up
AT5G18840	up
AT5G51330	up
AT1G69860	up
AT2G36120	up
AT1G34040	up
AT2G39430	up
AT5G55010	up
AT4G17030	up
AT1G70985	up
AT3G60000	up
AT1G48400	up
AT1G20310	up
AT2G43440	up
AT2G32487	up
AT4G11290	up
AT1G13430	up
AT3G11110	up
AT3G20210	up
AT2G21650	up
AT1G65890	up
AT4G16563	up
AT1G10220	up
AT1G13100	up
AT1G20680	up
AT2G41480	up
AT4G14400	up
AT5G19880	up
AT5G57530	up
AT1G70460	up
AT5G56700	up
AT4G03610	up
AT1G64240	up
AT3G01960	up
AT5G57420	up
AT1G44130	up
AT2G44460	up
AT1G09157	up
AT3G60940	up
AT5G53250	up
AT1G27580	up
AT1G11370	up
AT4G26950	up
AT2G01960	up
AT5G46300	up
ATMG00290	up
AT5G37800	up
AT2G39370	up
AT4G04830	up
AT2G32300	up
AT2G30766	up
AT5G57550	up
AT2G24080	up
AT5G35935	up
AT1G14688	up
