subset	ensembl_gene_id
b	ENSMUSG00000045349
b	ENSMUSG00000017390
b	ENSMUSG00000040724
b	ENSMUSG00000024186
b	ENSMUSG00000029471
b	ENSMUSG00000030103
b	ENSMUSG00000024008
b	ENSMUSG00000029720
b	ENSMUSG00000021647
b	ENSMUSG00000059991
b	ENSMUSG00000002459
b	ENSMUSG00000090223
b	ENSMUSG00000047842
b	ENSMUSG00000022358
b	ENSMUSG00000007682
b	ENSMUSG00000027276
b	ENSMUSG00000034997
b	ENSMUSG00000039954
b	ENSMUSG00000052572
b	ENSMUSG00000042804
b	ENSMUSG00000022054
b	ENSMUSG00000032010
b	ENSMUSG00000032589
b	ENSMUSG00000039601
b	ENSMUSG00000034472
b	ENSMUSG00000069919
b	ENSMUSG00000079056
b	ENSMUSG00000021870
b	ENSMUSG00000072214
b	ENSMUSG00000034936
b	ENSMUSG00000041670
b	ENSMUSG00000033174
b	ENSMUSG00000042743
b	ENSMUSG00000025221
b	ENSMUSG00000024077
b	ENSMUSG00000069917
b	ENSMUSG00000027347
b	ENSMUSG00000021125
b	ENSMUSG00000041592
b	ENSMUSG00000041351
b	ENSMUSG00000027221
b	ENSMUSG00000020953
b	ENSMUSG00000022490
b	ENSMUSG00000029309
b	ENSMUSG00000020340
b	ENSMUSG00000037148
b	ENSMUSG00000059003
b	ENSMUSG00000030270
b	ENSMUSG00000032336
b	ENSMUSG00000024558
b	ENSMUSG00000027210
b	ENSMUSG00000045903
b	ENSMUSG00000027893
b	ENSMUSG00000030302
b	ENSMUSG00000017167
b	ENSMUSG00000057130
b	ENSMUSG00000028931
b	ENSMUSG00000031837
b	ENSMUSG00000053716
b	ENSMUSG00000056258
b	ENSMUSG00000022208
b	ENSMUSG00000021478
b	ENSMUSG00000040276
b	ENSMUSG00000031748
b	ENSMUSG00000010663
b	ENSMUSG00000061751
b	ENSMUSG00000021684
b	ENSMUSG00000033863
b	ENSMUSG00000004366
b	ENSMUSG00000042429
b	ENSMUSG00000042109
b	ENSMUSG00000016346
b	ENSMUSG00000027849
b	ENSMUSG00000034799
b	ENSMUSG00000030806
b	ENSMUSG00000025372
b	ENSMUSG00000021379
b	ENSMUSG00000041112
b	ENSMUSG00000015981
b	ENSMUSG00000028541
b	ENSMUSG00000052373
b	ENSMUSG00000039145
b	ENSMUSG00000066189
c	ENSMUSG00000046480
c	ENSMUSG00000045573
c	ENSMUSG00000007656
c	ENSMUSG00000059213
c	ENSMUSG00000020178
c	ENSMUSG00000032503
c	ENSMUSG00000022840
c	ENSMUSG00000030592
c	ENSMUSG00000032373
c	ENSMUSG00000007617
c	ENSMUSG00000046182
c	ENSMUSG00000090291
c	ENSMUSG00000037679
c	ENSMUSG00000046818
c	ENSMUSG00000052889
c	ENSMUSG00000025738
c	ENSMUSG00000028161
c	ENSMUSG00000028785
c	ENSMUSG00000062296
c	ENSMUSG00000031932
c	ENSMUSG00000030102
c	ENSMUSG00000044288
c	ENSMUSG00000019943
c	ENSMUSG00000029054
c	ENSMUSG00000033730
c	ENSMUSG00000053310
c	ENSMUSG00000037754
c	ENSMUSG00000038976
c	ENSMUSG00000054728
c	ENSMUSG00000022489
c	ENSMUSG00000041324
c	ENSMUSG00000038128
c	ENSMUSG00000023274
c	ENSMUSG00000026834
c	ENSMUSG00000032259
c	ENSMUSG00000109372
c	ENSMUSG00000027296
c	ENSMUSG00000056486
c	ENSMUSG00000026259
c	ENSMUSG00000097993
c	ENSMUSG00000003273
c	ENSMUSG00000038400
c	ENSMUSG00000020684
c	ENSMUSG00000078307
c	ENSMUSG00000031778
c	ENSMUSG00000026077
c	ENSMUSG00000048644
c	ENSMUSG00000042388
c	ENSMUSG00000033960
c	ENSMUSG00000086040
c	ENSMUSG00000032366
c	ENSMUSG00000056812
c	ENSMUSG00000046607
c	ENSMUSG00000021719
c	ENSMUSG00000022197
c	ENSMUSG00000029359
c	ENSMUSG00000030123
c	ENSMUSG00000067889
c	ENSMUSG00000032946
c	ENSMUSG00000044216
c	ENSMUSG00000027400
c	ENSMUSG00000036882
c	ENSMUSG00000027827
c	ENSMUSG00000118401
c	ENSMUSG00000051177
c	ENSMUSG00000022602
c	ENSMUSG00000030854
c	ENSMUSG00000030376
c	ENSMUSG00000037703
c	ENSMUSG00000052087
c	ENSMUSG00000029406
c	ENSMUSG00000042700
c	ENSMUSG00000023945
c	ENSMUSG00000045967
c	ENSMUSG00000052374
c	ENSMUSG00000030134
c	ENSMUSG00000026090
c	ENSMUSG00000003134
c	ENSMUSG00000022537
c	ENSMUSG00000035355
c	ENSMUSG00000023868
c	ENSMUSG00000020823
c	ENSMUSG00000033063
c	ENSMUSG00000046922
c	ENSMUSG00000021062
c	ENSMUSG00000038418
c	ENSMUSG00000094626
c	ENSMUSG00000021115
c	ENSMUSG00000038264
c	ENSMUSG00000061911
c	ENSMUSG00000049225
c	ENSMUSG00000051067
c	ENSMUSG00000037855
c	ENSMUSG00000037579
c	ENSMUSG00000009681
c	ENSMUSG00000033287
c	ENSMUSG00000045441
c	ENSMUSG00000042489
c	ENSMUSG00000001270
c	ENSMUSG00000059456
c	ENSMUSG00000057897
c	ENSMUSG00000006205
c	ENSMUSG00000022075
c	ENSMUSG00000004849
c	ENSMUSG00000066197
c	ENSMUSG00000011877
c	ENSMUSG00000000530
c	ENSMUSG00000022623
c	ENSMUSG00000028033
c	ENSMUSG00000055805
c	ENSMUSG00000018849
c	ENSMUSG00000024883
c	ENSMUSG00000018648
c	ENSMUSG00000037624
c	ENSMUSG00000040495
c	ENSMUSG00000027298
c	ENSMUSG00000050511
c	ENSMUSG00000020189
c	ENSMUSG00000023019
c	ENSMUSG00000023150
c	ENSMUSG00000028278
c	ENSMUSG00000040385
c	ENSMUSG00000028328
c	ENSMUSG00000021182
c	ENSMUSG00000003469
c	ENSMUSG00000024617
c	ENSMUSG00000085042
c	ENSMUSG00000048240
c	ENSMUSG00000021209
c	ENSMUSG00000030688
c	ENSMUSG00000031342
c	ENSMUSG00000027419
c	ENSMUSG00000031906
c	ENSMUSG00000029348
c	ENSMUSG00000025499
c	ENSMUSG00000056073
c	ENSMUSG00000036225
c	ENSMUSG00000089809
c	ENSMUSG00000021259
c	ENSMUSG00000041986
c	ENSMUSG00000033953
c	ENSMUSG00000023034
c	ENSMUSG00000066607
c	ENSMUSG00000021057
c	ENSMUSG00000043439
c	ENSMUSG00000027134
c	ENSMUSG00000057457
c	ENSMUSG00000020723
c	ENSMUSG00000036095
c	ENSMUSG00000049303
c	ENSMUSG00000110195
c	ENSMUSG00000026663
c	ENSMUSG00000021071
c	ENSMUSG00000025789
c	ENSMUSG00000005089
c	ENSMUSG00000061718
c	ENSMUSG00000049511
c	ENSMUSG00000031506
c	ENSMUSG00000028656
c	ENSMUSG00000051650
c	ENSMUSG00000068373
c	ENSMUSG00000032572
c	ENSMUSG00000032698
c	ENSMUSG00000116594
c	ENSMUSG00000004056
c	ENSMUSG00000051617
c	ENSMUSG00000029093
c	ENSMUSG00000015843
c	ENSMUSG00000021373
c	ENSMUSG00000043079
c	ENSMUSG00000004341
c	ENSMUSG00000058589
c	ENSMUSG00000025905
c	ENSMUSG00000090071
c	ENSMUSG00000000555
c	ENSMUSG00000054162
c	ENSMUSG00000056665
c	ENSMUSG00000030605
c	ENSMUSG00000090125
c	ENSMUSG00000033161
c	ENSMUSG00000048038
c	ENSMUSG00000017491
c	ENSMUSG00000029467
c	ENSMUSG00000058013
c	ENSMUSG00000021765
c	ENSMUSG00000036062
c	ENSMUSG00000062372
c	ENSMUSG00000015879
c	ENSMUSG00000022052
c	ENSMUSG00000031841
c	ENSMUSG00000000632
c	ENSMUSG00000039115
c	ENSMUSG00000030122
c	ENSMUSG00000032827
c	ENSMUSG00000045318
c	ENSMUSG00000022752
c	ENSMUSG00000044167
c	ENSMUSG00000008658
c	ENSMUSG00000070000
c	ENSMUSG00000037428
c	ENSMUSG00000031765
c	ENSMUSG00000019990
c	ENSMUSG00000032517
c	ENSMUSG00000032174
c	ENSMUSG00000032267
c	ENSMUSG00000016179
c	ENSMUSG00000063239
c	ENSMUSG00000003352
c	ENSMUSG00000085007
c	ENSMUSG00000021701
c	ENSMUSG00000026185
c	ENSMUSG00000029364
c	ENSMUSG00000039103
c	ENSMUSG00000025422
c	ENSMUSG00000022342
c	ENSMUSG00000042834
c	ENSMUSG00000048251
c	ENSMUSG00000020827
c	ENSMUSG00000041729
c	ENSMUSG00000025576
c	ENSMUSG00000023018
c	ENSMUSG00000019997
c	ENSMUSG00000029722
c	ENSMUSG00000017493
c	ENSMUSG00000035397
c	ENSMUSG00000030905
c	ENSMUSG00000037996
c	ENSMUSG00000026764
c	ENSMUSG00000040640
c	ENSMUSG00000021124
c	ENSMUSG00000050164
c	ENSMUSG00000028086
c	ENSMUSG00000025658
c	ENSMUSG00000025885
c	ENSMUSG00000000378
c	ENSMUSG00000024990
c	ENSMUSG00000070304
c	ENSMUSG00000046329
c	ENSMUSG00000020642
c	ENSMUSG00000033594
c	ENSMUSG00000013089
c	ENSMUSG00000031074
c	ENSMUSG00000003363
c	ENSMUSG00000043635
c	ENSMUSG00000040412
c	ENSMUSG00000033998
c	ENSMUSG00000029819
c	ENSMUSG00000036617
c	ENSMUSG00000006356
c	ENSMUSG00000039474
c	ENSMUSG00000030043
c	ENSMUSG00000029120
c	ENSMUSG00000074796
c	ENSMUSG00000030067
c	ENSMUSG00000031833
c	ENSMUSG00000027457
c	ENSMUSG00000023800
c	ENSMUSG00000078591
c	ENSMUSG00000030350
c	ENSMUSG00000046056
c	ENSMUSG00000026452
c	ENSMUSG00000040606
c	ENSMUSG00000056091
c	ENSMUSG00000019935
c	ENSMUSG00000020882
c	ENSMUSG00000001986
c	ENSMUSG00000064368
c	ENSMUSG00000034570
c	ENSMUSG00000032549
c	ENSMUSG00000051853
c	ENSMUSG00000041773
c	ENSMUSG00000042350
c	ENSMUSG00000089997
c	ENSMUSG00000010086
c	ENSMUSG00000028782
c	ENSMUSG00000054871
c	ENSMUSG00000034275
c	ENSMUSG00000035954
c	ENSMUSG00000042978
c	ENSMUSG00000056296
c	ENSMUSG00000030428
c	ENSMUSG00000027394
c	ENSMUSG00000057101
c	ENSMUSG00000021360
c	ENSMUSG00000036620
c	ENSMUSG00000031604
c	ENSMUSG00000020923
c	ENSMUSG00000024486
c	ENSMUSG00000057378
c	ENSMUSG00000054986
c	ENSMUSG00000022463
c	ENSMUSG00000020644
c	ENSMUSG00000027346
c	ENSMUSG00000047591
c	ENSMUSG00000002341
c	ENSMUSG00000021180
c	ENSMUSG00000003974
c	ENSMUSG00000023067
c	ENSMUSG00000028838
c	ENSMUSG00000056692
c	ENSMUSG00000020785
c	ENSMUSG00000029436
c	ENSMUSG00000056708
c	ENSMUSG00000029361
c	ENSMUSG00000017692
c	ENSMUSG00000027525
c	ENSMUSG00000045294
c	ENSMUSG00000026202
c	ENSMUSG00000049907
c	ENSMUSG00000028351
c	ENSMUSG00000021596
c	ENSMUSG00000021919
c	ENSMUSG00000042500
c	ENSMUSG00000060260
c	ENSMUSG00000031626
c	ENSMUSG00000064345
c	ENSMUSG00000047714
c	ENSMUSG00000048895
c	ENSMUSG00000030772
c	ENSMUSG00000021676
c	ENSMUSG00000028758
c	ENSMUSG00000078137
c	ENSMUSG00000035849
c	ENSMUSG00000020734
c	ENSMUSG00000024661
c	ENSMUSG00000089762
c	ENSMUSG00000022176
c	ENSMUSG00000102070
c	ENSMUSG00000019146
c	ENSMUSG00000055003
c	ENSMUSG00000036264
c	ENSMUSG00000003345
c	ENSMUSG00000021068
c	ENSMUSG00000042064
c	ENSMUSG00000035112
c	ENSMUSG00000031292
c	ENSMUSG00000036564
c	ENSMUSG00000032528
c	ENSMUSG00000028266
c	ENSMUSG00000053093
c	ENSMUSG00000032966
c	ENSMUSG00000031551
c	ENSMUSG00000025795
c	ENSMUSG00000052981
c	ENSMUSG00000026247
c	ENSMUSG00000022099
c	ENSMUSG00000043857
c	ENSMUSG00000037461
c	ENSMUSG00000068747
c	ENSMUSG00000033545
c	ENSMUSG00000026640
c	ENSMUSG00000054405
c	ENSMUSG00000001119
c	ENSMUSG00000031605
c	ENSMUSG00000049583
c	ENSMUSG00000033940
c	ENSMUSG00000059136
c	ENSMUSG00000024736
c	ENSMUSG00000070462
c	ENSMUSG00000050821
c	ENSMUSG00000040857
c	ENSMUSG00000000531
c	ENSMUSG00000020458
c	ENSMUSG00000028152
c	ENSMUSG00000046093
c	ENSMUSG00000029135
c	ENSMUSG00000036273
c	ENSMUSG00000058254
c	ENSMUSG00000034248
c	ENSMUSG00000035226
c	ENSMUSG00000038296
c	ENSMUSG00000040289
c	ENSMUSG00000017417
c	ENSMUSG00000024479
c	ENSMUSG00000045038
c	ENSMUSG00000032500
c	ENSMUSG00000035864
c	ENSMUSG00000019194
c	ENSMUSG00000068037
c	ENSMUSG00000020015
c	ENSMUSG00000050473
c	ENSMUSG00000036915
c	ENSMUSG00000024502
c	ENSMUSG00000053470
c	ENSMUSG00000021273
c	ENSMUSG00000027955
c	ENSMUSG00000058135
c	ENSMUSG00000032343
c	ENSMUSG00000009216
c	ENSMUSG00000030465
c	ENSMUSG00000038582
c	ENSMUSG00000025920
c	ENSMUSG00000072572
c	ENSMUSG00000034310
c	ENSMUSG00000071234
c	ENSMUSG00000028059
c	ENSMUSG00000029095
c	ENSMUSG00000035735
c	ENSMUSG00000051403
c	ENSMUSG00000075012
c	ENSMUSG00000062397
c	ENSMUSG00000030747
c	ENSMUSG00000035390
c	ENSMUSG00000030518
c	ENSMUSG00000019960
c	ENSMUSG00000049577
c	ENSMUSG00000061462
c	ENSMUSG00000040972
c	ENSMUSG00000056069
c	ENSMUSG00000030120
c	ENSMUSG00000025370
c	ENSMUSG00000059974
c	ENSMUSG00000019254
c	ENSMUSG00000029419
c	ENSMUSG00000020393
c	ENSMUSG00000053199
c	ENSMUSG00000000631
c	ENSMUSG00000003872
c	ENSMUSG00000056629
c	ENSMUSG00000002985
c	ENSMUSG00000041205
c	ENSMUSG00000032773
c	ENSMUSG00000019027
c	ENSMUSG00000051335
c	ENSMUSG00000036533
c	ENSMUSG00000050608
c	ENSMUSG00000022763
c	ENSMUSG00000028788
c	ENSMUSG00000041669
c	ENSMUSG00000036438
c	ENSMUSG00000064341
c	ENSMUSG00000037868
c	ENSMUSG00000024213
c	ENSMUSG00000033427
c	ENSMUSG00000031382
c	ENSMUSG00000041444
c	ENSMUSG00000027016
c	ENSMUSG00000020681
c	ENSMUSG00000052133
c	ENSMUSG00000034771
c	ENSMUSG00000021680
c	ENSMUSG00000052302
c	ENSMUSG00000029999
c	ENSMUSG00000025170
c	ENSMUSG00000060962
c	ENSMUSG00000037465
c	ENSMUSG00000038481
c	ENSMUSG00000019828
c	ENSMUSG00000036052
c	ENSMUSG00000047205
c	ENSMUSG00000051351
c	ENSMUSG00000021990
c	ENSMUSG00000096054
c	ENSMUSG00000029861
c	ENSMUSG00000062110
c	ENSMUSG00000030844
c	ENSMUSG00000063430
c	ENSMUSG00000070498
c	ENSMUSG00000053550
c	ENSMUSG00000065954
c	ENSMUSG00000015501
c	ENSMUSG00000046159
c	ENSMUSG00000100862
c	ENSMUSG00000039735
c	ENSMUSG00000021846
c	ENSMUSG00000009291
c	ENSMUSG00000047976
c	ENSMUSG00000033590
c	ENSMUSG00000031749
c	ENSMUSG00000030711
c	ENSMUSG00000005973
c	ENSMUSG00000035021
c	ENSMUSG00000040407
c	ENSMUSG00000039713
c	ENSMUSG00000070576
c	ENSMUSG00000047495
c	ENSMUSG00000050751
c	ENSMUSG00000022723
c	ENSMUSG00000038780
c	ENSMUSG00000020674
c	ENSMUSG00000023046
c	ENSMUSG00000096146
c	ENSMUSG00000087408
c	ENSMUSG00000073424
c	ENSMUSG00000031328
c	ENSMUSG00000013275
c	ENSMUSG00000041115
c	ENSMUSG00000044254
c	ENSMUSG00000037104
c	ENSMUSG00000035268
c	ENSMUSG00000040699
c	ENSMUSG00000045009
c	ENSMUSG00000094065
c	ENSMUSG00000022095
c	ENSMUSG00000050963
c	ENSMUSG00000058258
c	ENSMUSG00000055053
c	ENSMUSG00000016763
c	ENSMUSG00000030209
c	ENSMUSG00000027002
c	ENSMUSG00000036565
c	ENSMUSG00000118668
c	ENSMUSG00000023017
c	ENSMUSG00000074923
c	ENSMUSG00000028039
c	ENSMUSG00000025656
c	ENSMUSG00000024524
c	ENSMUSG00000004031
c	ENSMUSG00000009013
c	ENSMUSG00000031762
c	ENSMUSG00000060126
c	ENSMUSG00000029153
c	ENSMUSG00000004383
c	ENSMUSG00000022296
c	ENSMUSG00000051726
c	ENSMUSG00000093954
c	ENSMUSG00000074736
c	ENSMUSG00000020846
c	ENSMUSG00000041556
c	ENSMUSG00000027327
c	ENSMUSG00000060780
c	ENSMUSG00000040631
c	ENSMUSG00000055254
c	ENSMUSG00000006435
c	ENSMUSG00000117286
c	ENSMUSG00000040105
c	ENSMUSG00000050447
c	ENSMUSG00000038354
c	ENSMUSG00000026360
c	ENSMUSG00000021061
c	ENSMUSG00000053253
c	ENSMUSG00000049792
c	ENSMUSG00000027375
c	ENSMUSG00000024544
c	ENSMUSG00000026740
c	ENSMUSG00000001313
c	ENSMUSG00000038970
c	ENSMUSG00000027223
c	ENSMUSG00000001687
c	ENSMUSG00000001467
c	ENSMUSG00000064225
c	ENSMUSG00000029624
c	ENSMUSG00000020950
c	ENSMUSG00000102543
c	ENSMUSG00000037972
c	ENSMUSG00000058248
c	ENSMUSG00000007097
c	ENSMUSG00000020580
c	ENSMUSG00000041078
c	ENSMUSG00000032518
c	ENSMUSG00000044912
c	ENSMUSG00000033910
c	ENSMUSG00000032402
c	ENSMUSG00000068696
c	ENSMUSG00000006575
c	ENSMUSG00000022332
c	ENSMUSG00000038291
c	ENSMUSG00000025318
c	ENSMUSG00000053279
c	ENSMUSG00000022419
c	ENSMUSG00000048285
c	ENSMUSG00000063434
c	ENSMUSG00000022426
c	ENSMUSG00000042680
c	ENSMUSG00000021194
c	ENSMUSG00000048826
c	ENSMUSG00000058070
c	ENSMUSG00000041329
c	ENSMUSG00000034926
c	ENSMUSG00000003948
c	ENSMUSG00000061887
c	ENSMUSG00000042807
c	ENSMUSG00000032261
c	ENSMUSG00000067629
c	ENSMUSG00000050052
c	ENSMUSG00000030898
c	ENSMUSG00000046321
c	ENSMUSG00000023036
c	ENSMUSG00000046844
c	ENSMUSG00000022377
c	ENSMUSG00000032024
c	ENSMUSG00000044813
c	ENSMUSG00000043671
c	ENSMUSG00000066026
c	ENSMUSG00000052397
c	ENSMUSG00000003585
c	ENSMUSG00000046999
c	ENSMUSG00000032737
c	ENSMUSG00000029126
c	ENSMUSG00000039195
c	ENSMUSG00000004347
c	ENSMUSG00000020733
c	ENSMUSG00000029408
c	ENSMUSG00000022114
c	ENSMUSG00000004558
c	ENSMUSG00000029014
c	ENSMUSG00000074340
c	ENSMUSG00000027660
c	ENSMUSG00000044534
c	ENSMUSG00000023089
c	ENSMUSG00000035357
c	ENSMUSG00000035620
c	ENSMUSG00000054252
c	ENSMUSG00000030835
c	ENSMUSG00000028871
c	ENSMUSG00000079434
c	ENSMUSG00000035863
c	ENSMUSG00000037907
c	ENSMUSG00000061086
c	ENSMUSG00000030231
c	ENSMUSG00000055675
c	ENSMUSG00000029219
c	ENSMUSG00000024059
c	ENSMUSG00000037306
c	ENSMUSG00000051285
c	ENSMUSG00000052837
c	ENSMUSG00000024245
c	ENSMUSG00000006731
c	ENSMUSG00000055322
c	ENSMUSG00000036306
d	ENSMUSG00000060044
d	ENSMUSG00000036030
d	ENSMUSG00000030111
d	ENSMUSG00000032554
d	ENSMUSG00000004040
d	ENSMUSG00000079042
d	ENSMUSG00000032413
d	ENSMUSG00000024026
d	ENSMUSG00000019867
d	ENSMUSG00000021364
d	ENSMUSG00000034714
d	ENSMUSG00000028015
d	ENSMUSG00000020932
d	ENSMUSG00000023439
d	ENSMUSG00000096887
d	ENSMUSG00000029338
d	ENSMUSG00000099032
d	ENSMUSG00000015243
d	ENSMUSG00000057469
d	ENSMUSG00000027676
d	ENSMUSG00000030654
d	ENSMUSG00000022722
d	ENSMUSG00000055368
d	ENSMUSG00000028635
d	ENSMUSG00000051855
d	ENSMUSG00000029561
d	ENSMUSG00000021086
d	ENSMUSG00000055447
d	ENSMUSG00000029762
d	ENSMUSG00000061232
d	ENSMUSG00000061536
d	ENSMUSG00000021091
d	ENSMUSG00000019874
d	ENSMUSG00000023087
d	ENSMUSG00000034459
d	ENSMUSG00000024614
d	ENSMUSG00000051860
d	ENSMUSG00000060802
d	ENSMUSG00000041782
d	ENSMUSG00000040296
d	ENSMUSG00000032501
d	ENSMUSG00000049630
d	ENSMUSG00000001642
d	ENSMUSG00000109372
d	ENSMUSG00000035929
d	ENSMUSG00000041235
d	ENSMUSG00000075256
d	ENSMUSG00000048416
d	ENSMUSG00000036995
d	ENSMUSG00000015656
d	ENSMUSG00000031600
d	ENSMUSG00000028583
d	ENSMUSG00000020580
d	ENSMUSG00000042500
d	ENSMUSG00000040084
d	ENSMUSG00000021557
d	ENSMUSG00000104713
d	ENSMUSG00000022037
d	ENSMUSG00000046879
d	ENSMUSG00000039910
d	ENSMUSG00000060671
d	ENSMUSG00000034248
d	ENSMUSG00000027070
d	ENSMUSG00000037225
d	ENSMUSG00000007827
d	ENSMUSG00000038079
d	ENSMUSG00000025609
d	ENSMUSG00000036304
d	ENSMUSG00000023224
d	ENSMUSG00000038507
d	ENSMUSG00000082361
d	ENSMUSG00000022462
d	ENSMUSG00000015217
d	ENSMUSG00000071637
d	ENSMUSG00000025995
d	ENSMUSG00000038390
d	ENSMUSG00000020848
d	ENSMUSG00000037822
d	ENSMUSG00000031099
d	ENSMUSG00000068154
d	ENSMUSG00000028268
d	ENSMUSG00000015214
d	ENSMUSG00000022040
d	ENSMUSG00000004319
d	ENSMUSG00000049775
d	ENSMUSG00000055567
d	ENSMUSG00000021848
d	ENSMUSG00000052684
d	ENSMUSG00000086583
d	ENSMUSG00000024079
d	ENSMUSG00000025351
d	ENSMUSG00000041144
d	ENSMUSG00000038481
d	ENSMUSG00000034422
d	ENSMUSG00000020627
d	ENSMUSG00000039047
d	ENSMUSG00000025921
d	ENSMUSG00000023991
d	ENSMUSG00000026074
d	ENSMUSG00000030905
d	ENSMUSG00000025190
d	ENSMUSG00000047766
d	ENSMUSG00000024431
d	ENSMUSG00000025268
d	ENSMUSG00000038642
d	ENSMUSG00000032495
d	ENSMUSG00000050708
d	ENSMUSG00000054604
d	ENSMUSG00000053113
d	ENSMUSG00000023927
d	ENSMUSG00000022723
d	ENSMUSG00000037627
d	ENSMUSG00000029713
d	ENSMUSG00000026028
d	ENSMUSG00000057897
d	ENSMUSG00000054263
d	ENSMUSG00000019951
d	ENSMUSG00000020523
d	ENSMUSG00000029030
d	ENSMUSG00000037921
d	ENSMUSG00000018593
d	ENSMUSG00000044033
d	ENSMUSG00000020577
d	ENSMUSG00000029298
d	ENSMUSG00000023944
d	ENSMUSG00000033460
d	ENSMUSG00000030321
d	ENSMUSG00000032557
d	ENSMUSG00000022146
d	ENSMUSG00000016918
d	ENSMUSG00000047547
d	ENSMUSG00000042834
d	ENSMUSG00000030921
d	ENSMUSG00000049092
d	ENSMUSG00000032845
d	ENSMUSG00000027562
d	ENSMUSG00000070683
d	ENSMUSG00000024286
d	ENSMUSG00000021190
d	ENSMUSG00000064357
d	ENSMUSG00000026004
d	ENSMUSG00000062488
d	ENSMUSG00000021706
d	ENSMUSG00000048874
d	ENSMUSG00000032042
d	ENSMUSG00000031166
d	ENSMUSG00000019789
d	ENSMUSG00000027763
d	ENSMUSG00000004631
d	ENSMUSG00000016921
d	ENSMUSG00000037742
d	ENSMUSG00000048706
d	ENSMUSG00000007655
d	ENSMUSG00000032279
d	ENSMUSG00000030761
d	ENSMUSG00000058443
d	ENSMUSG00000064356
d	ENSMUSG00000021583
d	ENSMUSG00000032965
d	ENSMUSG00000019256
d	ENSMUSG00000001270
d	ENSMUSG00000031367
d	ENSMUSG00000060227
d	ENSMUSG00000020230
d	ENSMUSG00000022906
d	ENSMUSG00000024304
d	ENSMUSG00000066258
d	ENSMUSG00000024420
d	ENSMUSG00000053175
d	ENSMUSG00000026275
d	ENSMUSG00000000708
d	ENSMUSG00000027963
d	ENSMUSG00000048878
d	ENSMUSG00000019845
d	ENSMUSG00000002985
d	ENSMUSG00000002325
d	ENSMUSG00000033161
d	ENSMUSG00000028133
d	ENSMUSG00000026728
d	ENSMUSG00000028270
d	ENSMUSG00000042807
d	ENSMUSG00000021500
d	ENSMUSG00000006930
d	ENSMUSG00000073418
d	ENSMUSG00000033578
d	ENSMUSG00000031626
d	ENSMUSG00000030824
d	ENSMUSG00000023094
d	ENSMUSG00000060739
d	ENSMUSG00000040037
d	ENSMUSG00000071649
d	ENSMUSG00000022272
d	ENSMUSG00000025050
d	ENSMUSG00000025665
d	ENSMUSG00000038552
d	ENSMUSG00000024066
d	ENSMUSG00000001604
d	ENSMUSG00000007021
d	ENSMUSG00000032116
d	ENSMUSG00000019894
d	ENSMUSG00000101348
d	ENSMUSG00000018796
d	ENSMUSG00000048612
d	ENSMUSG00000027499
d	ENSMUSG00000031812
d	ENSMUSG00000039661
d	ENSMUSG00000025492
d	ENSMUSG00000023913
d	ENSMUSG00000031292
d	ENSMUSG00000064341
d	ENSMUSG00000028556
d	ENSMUSG00000051483
d	ENSMUSG00000037143
d	ENSMUSG00000000184
d	ENSMUSG00000024339
d	ENSMUSG00000053825
d	ENSMUSG00000056870
d	ENSMUSG00000022790
d	ENSMUSG00000026031
d	ENSMUSG00000030350
d	ENSMUSG00000038524
d	ENSMUSG00000037876
d	ENSMUSG00000019837
d	ENSMUSG00000025025
d	ENSMUSG00000034488
d	ENSMUSG00000033880
d	ENSMUSG00000066551
d	ENSMUSG00000023456
d	ENSMUSG00000025777
d	ENSMUSG00000062044
d	ENSMUSG00000030341
d	ENSMUSG00000090667
d	ENSMUSG00000015401
d	ENSMUSG00000098950
d	ENSMUSG00000046805
d	ENSMUSG00000093909
d	ENSMUSG00000029701
d	ENSMUSG00000042444
d	ENSMUSG00000029076
d	ENSMUSG00000031245
d	ENSMUSG00000023156
d	ENSMUSG00000025239
d	ENSMUSG00000032489
d	ENSMUSG00000036275
d	ENSMUSG00000024642
d	ENSMUSG00000031636
d	ENSMUSG00000033900
d	ENSMUSG00000030342
d	ENSMUSG00000042046
d	ENSMUSG00000029090
d	ENSMUSG00000037712
d	ENSMUSG00000055639
d	ENSMUSG00000029718
d	ENSMUSG00000095041
d	ENSMUSG00000035914
d	ENSMUSG00000019189
d	ENSMUSG00000026365
d	ENSMUSG00000034462
d	ENSMUSG00000060923
d	ENSMUSG00000028777
d	ENSMUSG00000022508
d	ENSMUSG00000006057
d	ENSMUSG00000075700
d	ENSMUSG00000040363
d	ENSMUSG00000051242
d	ENSMUSG00000042082
d	ENSMUSG00000032067
d	ENSMUSG00000014551
d	ENSMUSG00000024735
d	ENSMUSG00000022797
d	ENSMUSG00000031904
d	ENSMUSG00000078853
d	ENSMUSG00000021555
d	ENSMUSG00000002010
d	ENSMUSG00000029580
d	ENSMUSG00000032458
d	ENSMUSG00000022186
d	ENSMUSG00000063952
d	ENSMUSG00000016477
d	ENSMUSG00000054404
d	ENSMUSG00000025151
d	ENSMUSG00000031805
d	ENSMUSG00000039879
d	ENSMUSG00000066643
d	ENSMUSG00000071350
d	ENSMUSG00000043621
d	ENSMUSG00000032570
d	ENSMUSG00000040253
d	ENSMUSG00000022216
d	ENSMUSG00000032959
d	ENSMUSG00000003031
d	ENSMUSG00000035270
d	ENSMUSG00000000915
d	ENSMUSG00000042686
d	ENSMUSG00000028709
d	ENSMUSG00000072889
