subset	ensembl_gene_id
d	ENSMUSG00000037343
d	ENSMUSG00000069044
d	ENSMUSG00000016763
d	ENSMUSG00000062190
d	ENSMUSG00000038816
d	ENSMUSG00000031709
d	ENSMUSG00000038628
d	ENSMUSG00000035413
d	ENSMUSG00000038418
d	ENSMUSG00000006932
d	ENSMUSG00000023033
d	ENSMUSG00000024096
d	ENSMUSG00000025066
d	ENSMUSG00000032202
d	ENSMUSG00000071866
d	ENSMUSG00000036887
d	ENSMUSG00000020585
d	ENSMUSG00000027668
d	ENSMUSG00000024507
d	ENSMUSG00000062933
d	ENSMUSG00000023186
d	ENSMUSG00000064215
d	ENSMUSG00000034573
d	ENSMUSG00000029826
d	ENSMUSG00000000168
d	ENSMUSG00000060206
d	ENSMUSG00000050628
d	ENSMUSG00000029209
d	ENSMUSG00000055116
d	ENSMUSG00000026204
d	ENSMUSG00000025184
d	ENSMUSG00000091264
d	ENSMUSG00000001774
d	ENSMUSG00000029229
d	ENSMUSG00000021518
d	ENSMUSG00000046324
d	ENSMUSG00000017778
d	ENSMUSG00000036896
d	ENSMUSG00000046841
d	ENSMUSG00000032383
d	ENSMUSG00000027742
d	ENSMUSG00000031333
d	ENSMUSG00000005161
d	ENSMUSG00000031517
d	ENSMUSG00000024935
d	ENSMUSG00000032396
d	ENSMUSG00000029816
d	ENSMUSG00000025534
d	ENSMUSG00000017210
d	ENSMUSG00000024287
d	ENSMUSG00000027010
d	ENSMUSG00000004207
d	ENSMUSG00000005417
d	ENSMUSG00000068699
d	ENSMUSG00000054728
d	ENSMUSG00000110206
d	ENSMUSG00000073139
d	ENSMUSG00000030199
d	ENSMUSG00000021936
d	ENSMUSG00000026662
d	ENSMUSG00000032456
d	ENSMUSG00000016534
d	ENSMUSG00000031570
d	ENSMUSG00000042015
d	ENSMUSG00000031483
d	ENSMUSG00000018567
d	ENSMUSG00000036699
d	ENSMUSG00000091402
d	ENSMUSG00000071076
d	ENSMUSG00000001473
d	ENSMUSG00000022148
d	ENSMUSG00000068011
d	ENSMUSG00000017286
d	ENSMUSG00000025178
d	ENSMUSG00000040483
d	ENSMUSG00000046718
d	ENSMUSG00000031314
d	ENSMUSG00000074457
d	ENSMUSG00000022012
d	ENSMUSG00000051920
d	ENSMUSG00000039989
d	ENSMUSG00000053012
d	ENSMUSG00000109718
d	ENSMUSG00000024335
d	ENSMUSG00000025157
d	ENSMUSG00000026374
d	ENSMUSG00000101939
d	ENSMUSG00000004771
d	ENSMUSG00000040652
d	ENSMUSG00000023723
d	ENSMUSG00000034109
d	ENSMUSG00000028692
d	ENSMUSG00000060568
d	ENSMUSG00000022956
d	ENSMUSG00000001930
d	ENSMUSG00000008153
d	ENSMUSG00000030061
d	ENSMUSG00000091476
d	ENSMUSG00000033111
d	ENSMUSG00000053581
d	ENSMUSG00000022756
d	ENSMUSG00000001729
d	ENSMUSG00000026415
d	ENSMUSG00000033793
d	ENSMUSG00000025868
d	ENSMUSG00000060261
d	ENSMUSG00000027630
d	ENSMUSG00000034467
d	ENSMUSG00000026730
d	ENSMUSG00000000197
d	ENSMUSG00000035885
d	ENSMUSG00000027282
d	ENSMUSG00000063919
d	ENSMUSG00000016256
d	ENSMUSG00000025967
d	ENSMUSG00000046836
d	ENSMUSG00000016481
d	ENSMUSG00000019774
d	ENSMUSG00000038342
d	ENSMUSG00000000711
d	ENSMUSG00000069237
d	ENSMUSG00000019923
d	ENSMUSG00000034706
d	ENSMUSG00000021754
d	ENSMUSG00000040859
d	ENSMUSG00000036334
d	ENSMUSG00000056553
d	ENSMUSG00000004085
d	ENSMUSG00000004113
d	ENSMUSG00000031622
d	ENSMUSG00000022261
d	ENSMUSG00000078515
d	ENSMUSG00000023022
d	ENSMUSG00000031144
d	ENSMUSG00000025202
d	ENSMUSG00000032932
d	ENSMUSG00000059336
d	ENSMUSG00000034868
d	ENSMUSG00000015143
d	ENSMUSG00000078490
d	ENSMUSG00000021748
d	ENSMUSG00000030107
d	ENSMUSG00000058318
d	ENSMUSG00000107928
d	ENSMUSG00000113976
d	ENSMUSG00000036580
d	ENSMUSG00000045427
d	ENSMUSG00000028127
d	ENSMUSG00000042208
d	ENSMUSG00000013622
d	ENSMUSG00000039000
d	ENSMUSG00000037197
d	ENSMUSG00000049502
d	ENSMUSG00000031539
d	ENSMUSG00000079659
d	ENSMUSG00000036478
d	ENSMUSG00000034450
d	ENSMUSG00000021400
d	ENSMUSG00000070498
d	ENSMUSG00000000740
d	ENSMUSG00000044934
d	ENSMUSG00000003923
d	ENSMUSG00000029763
d	ENSMUSG00000064105
d	ENSMUSG00000041329
d	ENSMUSG00000056536
d	ENSMUSG00000020807
d	ENSMUSG00000015647
d	ENSMUSG00000007415
d	ENSMUSG00000026594
d	ENSMUSG00000029063
d	ENSMUSG00000041360
d	ENSMUSG00000027378
d	ENSMUSG00000062203
d	ENSMUSG00000032123
d	ENSMUSG00000038208
d	ENSMUSG00000051469
d	ENSMUSG00000034263
d	ENSMUSG00000021703
d	ENSMUSG00000020857
d	ENSMUSG00000021665
d	ENSMUSG00000012405
d	ENSMUSG00000028274
d	ENSMUSG00000035594
d	ENSMUSG00000029798
d	ENSMUSG00000039263
d	ENSMUSG00000030452
d	ENSMUSG00000056812
d	ENSMUSG00000016409
d	ENSMUSG00000037736
d	ENSMUSG00000055733
d	ENSMUSG00000038127
d	ENSMUSG00000028759
d	ENSMUSG00000075254
d	ENSMUSG00000036905
d	ENSMUSG00000041355
d	ENSMUSG00000048347
d	ENSMUSG00000030862
d	ENSMUSG00000068206
d	ENSMUSG00000000420
d	ENSMUSG00000021982
d	ENSMUSG00000022811
d	ENSMUSG00000021756
d	ENSMUSG00000044461
d	ENSMUSG00000032551
d	ENSMUSG00000021222
d	ENSMUSG00000032172
d	ENSMUSG00000022519
d	ENSMUSG00000036646
d	ENSMUSG00000032382
d	ENSMUSG00000039199
d	ENSMUSG00000061904
d	ENSMUSG00000034780
d	ENSMUSG00000078429
d	ENSMUSG00000033355
d	ENSMUSG00000038213
d	ENSMUSG00000111163
d	ENSMUSG00000038451
d	ENSMUSG00000034173
d	ENSMUSG00000031239
d	ENSMUSG00000001942
d	ENSMUSG00000080316
d	ENSMUSG00000052397
d	ENSMUSG00000019984
d	ENSMUSG00000040170
d	ENSMUSG00000001025
d	ENSMUSG00000049940
d	ENSMUSG00000024766
d	ENSMUSG00000053119
d	ENSMUSG00000026553
d	ENSMUSG00000021428
d	ENSMUSG00000026798
d	ENSMUSG00000035161
d	ENSMUSG00000035901
d	ENSMUSG00000031109
d	ENSMUSG00000055782
d	ENSMUSG00000025968
d	ENSMUSG00000025240
d	ENSMUSG00000029267
d	ENSMUSG00000021820
d	ENSMUSG00000014313
d	ENSMUSG00000038187
d	ENSMUSG00000019877
d	ENSMUSG00000047735
d	ENSMUSG00000020130
d	ENSMUSG00000036751
d	ENSMUSG00000030505
d	ENSMUSG00000072964
d	ENSMUSG00000038619
d	ENSMUSG00000040270
d	ENSMUSG00000047881
d	ENSMUSG00000003721
d	ENSMUSG00000005087
d	ENSMUSG00000031818
e	ENSMUSG00000070327
e	ENSMUSG00000029208
e	ENSMUSG00000074896
e	ENSMUSG00000005198
e	ENSMUSG00000036093
e	ENSMUSG00000043384
e	ENSMUSG00000073411
e	ENSMUSG00000072966
e	ENSMUSG00000026104
e	ENSMUSG00000067369
e	ENSMUSG00000028312
e	ENSMUSG00000022641
e	ENSMUSG00000018474
e	ENSMUSG00000044835
e	ENSMUSG00000015291
e	ENSMUSG00000044783
e	ENSMUSG00000025597
e	ENSMUSG00000014355
e	ENSMUSG00000022661
e	ENSMUSG00000023236
e	ENSMUSG00000022604
e	ENSMUSG00000030850
e	ENSMUSG00000096764
e	ENSMUSG00000038936
e	ENSMUSG00000072969
f	ENSMUSG00000051323
f	ENSMUSG00000051747
f	ENSMUSG00000101878
f	ENSMUSG00000052812
f	ENSMUSG00000047888
f	ENSMUSG00000047507
f	ENSMUSG00000022842
f	ENSMUSG00000041828
f	ENSMUSG00000075316
f	ENSMUSG00000061186
f	ENSMUSG00000037795
f	ENSMUSG00000070372
f	ENSMUSG00000019986
f	ENSMUSG00000016150
f	ENSMUSG00000041380
f	ENSMUSG00000066357
f	ENSMUSG00000029427
f	ENSMUSG00000050505
f	ENSMUSG00000025255
f	ENSMUSG00000066036
f	ENSMUSG00000022533
f	ENSMUSG00000038630
f	ENSMUSG00000051149
f	ENSMUSG00000038173
f	ENSMUSG00000023994
f	ENSMUSG00000022292
f	ENSMUSG00000025199
f	ENSMUSG00000046449
f	ENSMUSG00000038257
f	ENSMUSG00000033208
f	ENSMUSG00000024290
f	ENSMUSG00000025272
f	ENSMUSG00000034801
f	ENSMUSG00000010175
f	ENSMUSG00000022548
f	ENSMUSG00000043463
f	ENSMUSG00000026979
f	ENSMUSG00000043388
f	ENSMUSG00000039126
f	ENSMUSG00000036202
f	ENSMUSG00000045871
f	ENSMUSG00000040943
f	ENSMUSG00000021140
f	ENSMUSG00000054387
f	ENSMUSG00000010505
f	ENSMUSG00000019947
f	ENSMUSG00000057110
f	ENSMUSG00000038540
f	ENSMUSG00000063804
f	ENSMUSG00000036676
f	ENSMUSG00000027206
f	ENSMUSG00000021431
f	ENSMUSG00000061288
f	ENSMUSG00000118608
f	ENSMUSG00000049470
f	ENSMUSG00000025533
f	ENSMUSG00000020176
f	ENSMUSG00000043013
f	ENSMUSG00000035722
f	ENSMUSG00000071658
f	ENSMUSG00000030092
f	ENSMUSG00000000792
f	ENSMUSG00000073591
f	ENSMUSG00000028800
f	ENSMUSG00000061607
f	ENSMUSG00000020680
f	ENSMUSG00000042323
f	ENSMUSG00000069911
f	ENSMUSG00000029817
f	ENSMUSG00000043154
f	ENSMUSG00000049804
f	ENSMUSG00000027469
f	ENSMUSG00000044176
f	ENSMUSG00000037257
f	ENSMUSG00000036777
f	ENSMUSG00000027429
f	ENSMUSG00000007987
f	ENSMUSG00000018412
f	ENSMUSG00000038495
f	ENSMUSG00000024501
f	ENSMUSG00000017718
f	ENSMUSG00000042942
f	ENSMUSG00000022801
f	ENSMUSG00000028933
f	ENSMUSG00000036295
f	ENSMUSG00000021763
f	ENSMUSG00000022521
f	ENSMUSG00000020451
f	ENSMUSG00000034744
f	ENSMUSG00000001138
f	ENSMUSG00000022883
f	ENSMUSG00000024597
f	ENSMUSG00000033487
f	ENSMUSG00000015944
f	ENSMUSG00000042502
f	ENSMUSG00000075376
f	ENSMUSG00000034755
f	ENSMUSG00000040836
f	ENSMUSG00000015970
f	ENSMUSG00000021782
f	ENSMUSG00000020716
f	ENSMUSG00000046020
f	ENSMUSG00000047181
f	ENSMUSG00000039046
f	ENSMUSG00000025937
f	ENSMUSG00000037416
f	ENSMUSG00000020135
f	ENSMUSG00000070047
f	ENSMUSG00000036099
f	ENSMUSG00000031441
f	ENSMUSG00000092329
f	ENSMUSG00000027823
f	ENSMUSG00000039824
f	ENSMUSG00000042121
f	ENSMUSG00000045962
f	ENSMUSG00000048827
f	ENSMUSG00000024050
f	ENSMUSG00000021662
f	ENSMUSG00000034007
f	ENSMUSG00000066129
f	ENSMUSG00000024498
f	ENSMUSG00000030259
f	ENSMUSG00000078899
f	ENSMUSG00000028096
f	ENSMUSG00000022672
f	ENSMUSG00000031246
f	ENSMUSG00000044365
f	ENSMUSG00000022353
f	ENSMUSG00000026411
f	ENSMUSG00000047146
f	ENSMUSG00000038112
f	ENSMUSG00000040140
f	ENSMUSG00000041817
f	ENSMUSG00000090626
f	ENSMUSG00000037857
f	ENSMUSG00000004846
f	ENSMUSG00000018481
f	ENSMUSG00000033054
f	ENSMUSG00000036977
f	ENSMUSG00000045098
f	ENSMUSG00000086477
f	ENSMUSG00000006611
f	ENSMUSG00000042156
f	ENSMUSG00000025579
f	ENSMUSG00000024241
f	ENSMUSG00000034098
f	ENSMUSG00000038056
f	ENSMUSG00000022141
f	ENSMUSG00000040624
f	ENSMUSG00000010721
f	ENSMUSG00000038042
